name,price,description,sku,bottle_size,alcohol_vol,sugar_content,varietal,country,region,score,wine_type,group
Jackson-Triggs Entourage Grand Reserve Brut 2015,29.95,consistently top value category niagara traditional method sparkling wine offering abundance citrus stone fruit sprightly acidity calming presence toasty leesderived flavour palate nicely balanced dosage keep palate dry crisp adding midweight roundness contributes widely appealing style score sara damato nov,234161,750,12.0,11.0,sparkling - dry,Canada,Ontario,90.0,sparkling,VINTAGES
Ode Panos Spiropoulos Mantina 2014,30.1,vintage sparkling wine made using charmat method organically grown moschofilero grape pale yellow colour lasting bubble elegant floral aroma rose delicate refreshing fruity note apple banana palate clean crisp medium finish,252154,750,11.5,,moschofilero,Greece,Peloponnese,,sparkling,LCBO
Martini & Rossi Asti,8.95,deliciously fragrant low alcohol sparkler made moscato grown asti vineyard piemonte show aroma flavour apricot peach candied lemon orange blossom tone palate delicately sweet lively bubble crisp balanced finish enjoy pair fresh fruit panettone,253930,375,7.0,89.0,sparkling,Italy,,,sparkling,LCBO
Dalton Safsufa Vineyards Cabernet Sauvignon KPM,25.55,cassis blueberry mint hint oak barbecued beef short rib,28266,750,13.5,3.0,cabernet sauvignon,Israel,Galilee,,red,VINTAGES
Fat Bastard Cabernet Sauvignon Pays D'OC,14.95,made ripe grape sunny south france dark ruby colour nose show aroma ripe cherry tobacco cedar black fruit note chocolate cassis medium fullbodied palate ripe tannin generous flavour dark fruit spice vanilla oak try grilled red meat,28506,750,13.5,4.0,cabernet sauvignon,France,South of France,,red,LCBO
Cantine Due Palme Canonico Negroamaro Salento IGP,19.6,bold rustic red heart apulia made native negroamaro grape medium ruby red colour aroma flavour plum dried herb spice cooked black fruit palate dry medium bodied soft tannin juicy red fruit smoky note long finish pair roasted grilled meat,28647,2000,12.5,16.0,negroamaro,Italy,Puglia,,red,LCBO
Clarence Dillon Clarendelle Red 2015,23.95,fresh nose berry chocolate hint hazelnut sandalwood mediumbodied linear focused fine tannin delicious finish drink enjoy score james suckling feb,28837,750,12.5,5.0,bordeaux,France,Bordeaux,91.0,red,VINTAGES
Ciao Sangiovese Organic Terra De Chieti IGP,12.55,medium ruby garnet tinge aroma red fruit candy licorice hint oak light dry spice finish,29090,1000,13.0,8.0,sangiovese,Italy,Puglia,,red,LCBO
Terrazas de los Andes Reserva Malbec 2016,19.95,fresh delicately fruity red dark berry hint fresh herb medium body fine tannin clean bright crisp finish drink score james suckling april,29280,750,14.0,4.0,malbec,Argentina,Mendoza,92.0,red,VINTAGES
Chateau Timberlay Bordeaux Superieur AOC,16.95,deep rubygarnet red plex bouquet prune bell pepper cedar smoky note rich flavour follow nose balanced long finish firm tannin,30072,750,13.5,2.0,merlot/cabernet sauvignon,France,Bordeaux,,red,LCBO
Mommessin Export St Pierre Rouge,15.0,red blend pale ruby colour offer subtle cherry aroma flavour lightbodied fruity consistently wellmade soft texture along balanced finish make wine appealing versatile foodfriendly serve beef tenderloin enjoy lightly chilled baked salmon,31211,1500,12.0,4.0,blend,France,,,red,LCBO
Folonari Pinot Noir IGT,15.95,folonari source pinot noir grown neighbouring region pavia lombardy expressing grape variety elegance wine show upfront aroma red fruit spice oak crisp cherry finish foodfriendly style pair many dish try turkey veal roasted eggplant pizza burger,32888,750,12.5,4.0,pinot noir,Italy,Veneto,,red,LCBO
Santa Carolina Reserva de Familia Carmenère 2015,22.95,plum berry aroma burnt orange undertone fresh herb full body juicy layered delicious wine need time soften drink score james suckling march,34942,750,15.0,4.0,carmenere,Chile,Rapel Valley,92.0,red,VINTAGES
Pascual Toso Malbec,15.0,complex earthy aroma hint mushroom barnyard red berry old world style mediumbodied soft tannin good mouthfeel,35170,750,13.5,4.0,malbec,Argentina,,,red,LCBO
Torres Gran Coronas Reserva Cabernet Sauvignon,21.95,year old spain torres winery almost singlehandedly established nowfamous penedes wine region intense redcurrant plum plus coffee bean flavour silky tannin pair spicy beef fajitas empanadas filet mignon grilled lamb,36483,750,13.5,4.0,cabernet sauvignon,Spain,Penedès,,red,VINTAGES
Cristal Brut Vintage Champagne,334.95,iconic luxury champagne consistently scored higher top critic robert parker jr wine advocate last four vintage scored deserves finest sip caviar roasted lobster,268755,750,12.0,11.0,sparkling,France,Champagne,,sparkling,VINTAGES
Louis Roederer Brut Premier Champagne,76.95,na,268771,750,12.0,11.0,sparkling,France,Champagne,,sparkling,VINTAGES
Dom Pérignon Brut Vintage Champagne,259.95,world legendary champagne still remains one best always style show layer artisanal bread apple pear mineral note terrific match freshly made sushi thai coconut shrimp alaskan king crab,280461,750,12.5,9.0,sparkling,France,Champagne,,sparkling,VINTAGES
Domaine Jeeper Brut Grand Assemblage,63.2,signature brand champagne jeeper blend chardonnay pinot noir pinot meunier unique proprietary bottle eyecatching packaging lovely fresh wideappeal nice toasty note fresh citrus good creamy length perfect aperitif james suckling,283480,750,12.0,,champagne,France,Champagne,,sparkling,LCBO
Mumm Cordon Rouge Brut Champagne,63.0,na,308056,750,12.0,11.0,champagne,France,Champagne,,sparkling,LCBO
Tarlant Brut Reserve Champagne,45.05,pale straw colour apple pear aroma toasty note hint cinnamon fullflavoured crisp citrus apple toasty flavour,325167,750,12.0,7.0,champagne,France,Champagne,,sparkling,LCBO
Taittinger Brut Réserve Champagne,61.05,pale lemon lovely brioche stone fruit apple lemon b aroma fine creamy mousse showing stone fruit grapefruit mineral balanced crisp acidity delicious,365312,750,12.5,11.0,champagne,France,Champagne,,sparkling,LCBO
Moet & Chandon Imperial Champagne,145.9,pale straw colour fine mousse defined aroma apple pear citrus fresh baked bread palate extradry medium body lovely replay flavour nose mineral note clean finish,369678,1500,12.0,10.0,champagne,France,Champagne,,sparkling,LCBO
Bollinger Special Cuvée Brut Champagne,84.95,lovely aroma flavor ripe black cherry currant fruit graphite toast candied meyer lemon zest set racy champagne refined finely detailed mousse mouthwatering finish long spicy drink score alison napjus nov,384529,750,12.5,8.0,sparkling,France,Champagne,93.0,sparkling,VINTAGES
Veuve Clicquot Brut Champagne,42.6,pale lemon fine bubble nose filled aroma apple pear toast brioche palate extradry medium full body flavour match aroma,389056,375,12.0,9.0,champagne,France,,,sparkling,LCBO
Veuve Clicquot Rich Champagne,89.3,pale gold colour fine mousse aroma perfumed white fruit honey ripe apple brioche offdry plex treefruit citrus floral essence finish soft creamy,424341,750,12.0,54.0,champagne,France,Champagne,,sparkling,LCBO
Champagne Fleury Rose De Saignee,50.1,champagne delivers aromatic profile red berry attack elegant supple palate flavour plex intense finish crisp fruity wellbalanced,428960,375,12.0,,pinot noir,France,Champagne,,sparkling,LCBO
Jacob's Creek Moscato Rosé,13.5,clear pale pink colour candied fruit aroma citrus honeysuckle note sweet fruity medium finish,367276,750,7.6,76.0,rose,Australia,,,rose,LCBO
Cotton Candy Rosé,9.95,reminiscent sweet spunsugar carnival treat experience aroma cotton candy bubble gum flavour remain medium sweet show red fruit note plum cherry raspberry serve salty snack dish spicy dip salsa sauce,369652,750,10.0,24.0,blend,Canada,Ontario,,rose,LCBO
Sator Rosato 2015,18.95,pale pink colour red fresh fruit strawberry cherry aroma savoury palate pleasant refreshing aftertaste,373125,750,12.5,,rose,Italy,Tuscany,,rose,LCBO
Masi Rosa dei Masi 2018,15.95,na,377267,750,13.0,6.0,rose,Italy,Venezie,,rose,VINTAGES
Sawmill Creek Autumn Blush,16.95,easydrinking nature make appealing sip occasion pale pink colour lead aroma ripe berry hint melon juicy sweetness fill palate flavour ripe berry fruit melon white peach note,383356,1500,11.0,20.0,rose,Canada,,,rose,LCBO
Martin Berdugo Rosado 2016,17.45,made tempranillo grape grown spain ribera del duero region rose brimming personality perfume fresh strawberry raspberry sweet florals make way surprising fruity flavour including banana try appetizer,388909,750,13.5,,tempranillo,Spain,Ribera del Duero,,rose,LCBO
Karamolegos Terranera PGI Dry Rose 2016,24.0,truly greek rose blend mandilaria assyrtiko bright strawberry pink wine heap red fruit aroma strawberry cherry raspberry sweet spice quite rich palate remains well balanced refreshing level crispy acidity foodfriendly easily stand thai indian flavour,401579,750,13.0,,rose,Greece,Santorini,,rose,LCBO
Galan Private Reserve Rose 2015,11.05,dry refreshing bine aroma strawberry citrus fruit candy served chilled go well light meal exotic cuisine easy drink joined light dish specially grilled tuna white cheese good acidity mozzarella match wine well,403385,750,13.5,,carmenere,Chile,Lontué Valley,,rose,LCBO
Zonte's Footstep Scarlet Ladybird Rosé 2018,16.95,midpink blood orange hue delicate aroma strawberry lemon fresh blossom palate vibrant succulent gentle ripe citrus flavour beautifully balanced rose good palate weight drink date score toni paterson mw dec,408476,750,13.0,6.0,rose,Australia,South Australia,92.0,rose,VINTAGES
Castel Del Monte Rosato DOP 2016,17.35,na,422633,750,11.5,,rose,Italy,Puglia,,rose,LCBO
Küehling-Gillot Giro Rosé 2016,21.0,dont underestimate vivid rose colour wine blend heftier grape including cabernet sauvignon merlot syrah bleeding juice result finely tuned wine bright fresh juicy red berry flavour excellent choice team light dining,425016,750,11.5,,rose  - dry,Germany,Rhine,,rose,LCBO
Contucci Ponno Vermiglio 2016,22.6,soft flavour cherry strawberry balanced pleasing salty tang intriguing red wine eclectic serious time crowdpleaser go great first course well seafood main serve chilled,426766,750,13.5,,montepulciano/sangiovese,Italy,Abruzzo,,rose,LCBO
Bouchard Père & Fils Pouilly-Fuisse,32.0,pale straw colour light nutty citrus flintymineral green apple delicate floral nose yeasty note dry medium bodied fresh fruit vanilla melon flavour long crisp finish,56580,750,13.0,3.0,burgundy,France,Burgundy,,white,LCBO
Mission Hill Reserve Sauvignon Blanc 2018,22.95,na,57430,750,13.0,4.0,sauvignon blanc,Canada,British Columbia,,white,VINTAGES
Angels Gate Gewurztraminer VQA,15.95,pale gold colour aroma litchee apricot candied fruit sweet floral note dry medium bodied flavour citrus litchee fig ripe pear spice hint tropical fruit,58594,750,12.3,2.0,gewurztraminer,Canada,Ontario,,white,LCBO
"Deinhard Riesling Dry, Rheinhessen",12.95,pale straw colour apple lemon nose floral petrol note zesty green apple flavour mineral note finish,60004,750,12.0,9.0,riesling,Germany,Rheinhessen,,white,LCBO
20 Bees Pinot Grigio VQA,12.95,clear straw green colour aroma flavour spice citrus light vegetal tone dry crisp balanced acidity finish,60707,750,11.7,8.0,pinot grigio,Canada,Ontario,,white,LCBO
Wayne Gretzky Chardonnay VQA,14.95,clear medium lemon yellow aroma green apple citrus mineral bined rich mouthfeel showing crisp green apple flavour finishing lingering citrus note,63826,750,12.7,5.0,chardonnay,Canada,Ontario,,white,LCBO
Eastdell Pinot Grigio VQA,14.95,pale straw yellow colour aroma pear melon light waxy tone offdry medium bodied soft fruity flavour melon honey waxy note,65367,750,10.3,7.0,pinot grigio,Canada,,,white,LCBO
Inniskillin Unoaked Chardonnay VQA,13.95,pale medium lemon aroma golden delicious apple white grapefruit apricot underripe pineapple palate dry medium bodied flavour repeat aroma hint spice finish,66266,750,12.0,6.0,chardonnay,Canada,Ontario,,white,LCBO
Yellow Tail Pinot Grigio,12.0,pale straw colour aroma stone fruit citrus pear dry medium bodied crisp acidity delicate flavour fresh apple herb nut,68254,750,11.5,13.0,pinot grigio,Australia,,,white,LCBO
Sawmill Creek Chardonnay,40.95,pale gold straw colour aroma oak vanilla pineapple melon dry medium bodied soft buttery refreshing citrus finish,68536,4000,12.5,10.0,chardonnay,Canada,,,white,LCBO
Sawmill Creek Dry White,37.95,pale straw colour aroma citrus apple dry lightbodied crisp lemon pear fruit flavour note peach yellow apple,68577,4000,11.5,13.0,blend,Canada,,,white,LCBO
Carlo Rossi California White,14.9,pale straw colour grassy vegetal aroma clean green apple flavour,72041,1500,10.5,18.0,blend,USA,,,white,LCBO
Codorniu Brut Clasico Sparkling,12.35,family history going back codorniu forefront fine sparkling wine spain pale lemon colour fine mousse aroma baked apple lemon zest bready yeasty note background dry lively acidity flavour citrus baked apple,254912,3,11.5,11.0,cava,Spain,Penedès,,sparkling,LCBO
Tselepos Method Traditionnelle Amalia Brut,28.85,elegant sparkling wine light yellowgreen colour fine bubble intensity duration aroma rose petal brioche honey lifted refreshing acidity,288737,750,12.0,,moschofilero,Greece,Peloponnese,,sparkling,LCBO
Karanika Brut,32.0,domaine karanikas flagship wine made xinomavro grape mediumbodied intense fruity aroma crisp acidity blanc de noirs show expressive aroma lemon apricot soft creamy mousse intense length serve mild creamy cheese deep fried calamari,300268,750,11.5,,sparkling,Greece,Macedonia,,sparkling,LCBO
Segura Viudas Heredad Reserva Brut Rosé Cava,39.95,made pinot noir single vineyard offer notion orange zest parsnip raspberry binned apple along leesy suggestion pie crust brioche there good brightness vibrancy tangy finish sip chicken paella grilled pork sausage parsnip chip vintage panel april,314757,750,12.0,12.0,pinot noir,Spain,Penedès,,sparkling,VINTAGES
